CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1415,Male,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.7,2517.89,Yes
CUST1414,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),18.0,955.17,Yes
CUST1413,Female,0,No,No,65,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.28,1915.7,No
CUST1412,Female,0,No,No,51,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),82.48,4011.38,No
CUST1411,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,53.97,3853.74,No
CUST1410,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,64.66,904.68,No
CUST1409,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),104.03,4187.85,Yes
CUST1408,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.45,855.75,Yes
CUST1407,Male,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.04,249.16,No
CUST1406,Male,0,No,No,37,Yes,No,DSL,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),73.9,2855.69,No
CUST1405,Female,0,No,No,6,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.23,339.62,No
CUST1404,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.91,4266.98,Yes
CUST1403,Female,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,31.55,503.42,No
CUST1402,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,65.91,1507.21,No
CUST1401,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Two year,Yes,Credit card (automatic),62.56,4004.49,Yes
CUST1400,Male,0,Yes,No,59,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,44.26,2496.82,No
CUST1399,Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.36,3619.38,No
CUST1398,Female,0,Yes,No,29,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Electronic check,64.75,1790.47,No
CUST1397,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,89.63,4610.46,No
CUST1396,Female,0,Yes,No,41,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,35.16,1374.39,No
CUST1395,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,18.0,350.51,Yes
CUST1394,Male,1,No,No,70,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.79,2040.58,Yes
CUST1393,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,18.0,222.83,No
CUST1392,Male,0,No,No,43,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),32.78,1449.43,No
CUST1391,Male,0,No,No,16,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,40.38,669.04,No
CUST1390,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,52.4,727.94,No
CUST1389,Female,0,Yes,No,53,No,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),86.29,4750.4,No
CUST1388,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,48.54,1619.31,No
CUST1387,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,88.4,6283.37,Yes
CUST1386,Male,0,No,No,72,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,59.43,4363.41,Yes
CUST1385,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,54.74,340.73,Yes
CUST1384,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.7,3601.09,No
CUST1383,Female,0,No,Yes,31,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.48,1381.58,Yes
CUST1382,Female,1,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,71.21,2397.05,No
CUST1381,Female,1,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.95,969.32,No
CUST1380,Male,0,Yes,No,44,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.0,765.16,No
CUST1379,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,65.07,3071.1,No
CUST1378,Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),25.85,1414.96,No
CUST1377,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),19.16,324.09,No
CUST1376,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.36,2989.98,No
CUST1375,Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,24.59,99.2,No
CUST1374,Male,0,No,Yes,61,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),46.11,2920.22,No
CUST1373,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.74,2476.6,No
CUST1372,Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,4919.88,No
CUST1371,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),109.09,1554.46,No
CUST1370,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,1290.32,No
CUST1369,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),43.47,3190.81,No
CUST1368,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.96,5042.3,Yes
CUST1367,Female,0,Yes,Yes,40,No,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.47,2253.99,Yes
CUST1366,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),21.72,447.69,No
CUST1365,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),59.59,1461.14,Yes
CUST1364,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,103.27,5251.28,No
CUST1363,Female,0,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),52.01,1848.92,No
CUST1362,Male,0,No,Yes,9,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,75.78,711.49,Yes
CUST1361,Female,0,No,No,72,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Mailed check,106.6,7736.88,Yes
CUST1360,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.53,1183.97,No
CUST1359,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.23,4448.43,No
CUST1358,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,120.0,7680.28,Yes
CUST1357,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,89.13,5292.04,No
CUST1356,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,37.41,2025.87,No
CUST1355,Female,0,No,No,3,No,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.6,167.54,Yes
CUST1354,Male,0,No,No,67,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.89,4181.35,No
CUST1353,Male,1,No,No,18,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.26,1759.16,No
CUST1352,Female,0,Yes,Yes,58,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,37.9,2207.54,No
CUST1351,Female,1,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,33.12,444.53,Yes
CUST1350,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.12,2233.11,Yes
CUST1349,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,58.81,2507.88,No
CUST1348,Male,0,No,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.4,5742.04,Yes
CUST1347,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Mailed check,74.37,2412.75,No
CUST1346,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,98.29,1820.92,Yes
CUST1345,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),43.82,1654.04,No
CUST1344,Male,1,No,No,22,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,53.47,1153.83,No
CUST1343,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,80.74,3532.8,Yes
CUST1342,Male,0,No,No,1,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,57.11,57.11,No
CUST1341,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,86.29,452.16,No
CUST1340,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.39,2795.17,No
CUST1339,Male,0,Yes,Yes,62,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),52.91,3429.03,No
CUST1338,Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,44.77,385.15,No
CUST1337,Female,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),104.33,4865.55,Yes
CUST1336,Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.73,3833.73,No
CUST1335,Male,0,Yes,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,88.3,4614.33,No
CUST1334,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.43,126.77,No
CUST1333,Male,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,948.54,No
CUST1332,Male,0,Yes,No,40,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.77,2540.62,Yes
CUST1331,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,80.49,956.78,Yes
CUST1330,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,109.74,4002.21,No
CUST1329,Male,0,No,Yes,69,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.73,4587.03,Yes
CUST1328,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,45.77,1642.09,No
CUST1327,Female,0,No,No,50,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.75,2885.49,No
CUST1326,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),120.0,2503.63,No
CUST1325,Female,1,No,Yes,12,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.33,987.49,Yes
CUST1324,Female,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.65,566.22,Yes
CUST1323,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,58.48,2447.94,Yes
CUST1322,Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.72,1792.75,No
CUST1321,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.65,706.68,No
CUST1320,Female,1,No,No,6,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,33.14,206.63,Yes
CUST1319,Male,0,No,Yes,19,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),62.32,1126.69,No
CUST1318,Male,0,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),117.56,1894.46,No
CUST1317,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),41.77,280.62,No
CUST1316,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),45.83,413.7,Yes
CUST1315,Female,0,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.33,3127.36,Yes
CUST1314,Female,1,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,36.36,1195.26,No
CUST1313,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),95.06,834.64,Yes
CUST1312,Male,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),72.33,1257.63,Yes
CUST1311,Male,1,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.76,3278.97,Yes
CUST1310,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,87.89,4195.8,No
CUST1309,Male,0,No,No,29,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,69.15,2088.09,Yes
CUST1308,Female,0,No,No,71,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,37.34,2775.63,No
CUST1307,Male,0,No,No,54,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.54,3021.89,Yes
CUST1306,Female,0,Yes,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),120.0,8361.92,No
CUST1305,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),37.14,1787.66,Yes
CUST1304,Female,1,No,No,20,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,50.68,988.85,Yes
CUST1303,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,52.31,2092.59,No
CUST1302,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.11,4898.62,No
CUST1301,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.43,885.22,No
CUST1300,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,106.86,5259.62,No
CUST1299,Male,0,No,No,12,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,107.17,1331.73,No
CUST1298,Female,0,Yes,No,58,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),108.87,6431.46,No
CUST1297,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,25.27,1421.0,No
CUST1296,Female,0,Yes,No,31,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,54.48,1628.31,No
CUST1295,Female,0,Yes,No,56,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,57.24,3288.57,No
CUST1294,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),57.64,473.66,No
CUST1293,Male,0,No,No,57,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,60.08,3307.73,No
CUST1292,Female,0,No,No,7,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,58.06,388.7,Yes
CUST1291,Male,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,692.31,No
CUST1290,Male,0,No,Yes,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.8,783.12,No
CUST1289,Female,0,No,No,40,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,83.06,3322.75,Yes
CUST1288,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,61.61,3035.78,Yes
CUST1287,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.13,1538.32,No
CUST1286,Male,1,No,No,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.52,2495.84,No
CUST1285,Male,0,No,No,33,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.98,1072.16,No
CUST1284,Female,0,No,Yes,36,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,120.0,4180.33,No
CUST1283,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),35.41,638.54,No
CUST1282,Male,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.27,1563.69,No
CUST1281,Male,0,No,No,52,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,63.04,3385.53,No
CUST1280,Female,0,Yes,No,35,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.29,2555.91,No
CUST1279,Female,0,Yes,Yes,63,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,99.65,6047.49,No
CUST1278,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Electronic check,120.0,364.23,Yes
CUST1277,Female,0,Yes,No,37,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.79,3490.76,Yes
CUST1276,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,30.92,1134.68,No
CUST1275,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.23,141.99,No
CUST1274,Female,1,No,No,69,No,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,36.42,2395.4,No
CUST1273,Female,0,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.24,997.86,Yes
CUST1272,Female,0,Yes,Yes,54,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),85.18,4424.57,Yes
CUST1271,Female,0,No,No,62,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.91,2521.53,No
CUST1270,Female,0,No,No,13,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,70.98,912.63,No
CUST1269,Male,0,No,No,66,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.27,5462.29,No
CUST1268,Male,0,No,No,24,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Mailed check,79.16,1878.41,No
CUST1267,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),104.33,6130.61,Yes
CUST1266,Female,0,No,No,18,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71.0,1244.26,Yes
CUST1265,Female,0,Yes,No,4,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.13,299.34,Yes
CUST1264,Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.48,1680.62,No
CUST1263,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,77.96,5224.72,Yes
CUST1262,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.23,6477.34,No
CUST1261,Female,0,No,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,18.0,953.94,No
CUST1260,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,55.49,1807.43,Yes
CUST1259,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),81.5,5691.34,No
CUST1258,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,82.3,1671.65,No
CUST1257,Female,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.21,3305.1,Yes
CUST1256,Female,0,No,No,6,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),99.9,573.41,No
CUST1255,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Mailed check,66.36,3945.65,No
CUST1254,Male,1,Yes,No,25,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,436.15,No
CUST1253,Male,0,No,Yes,65,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.56,3389.36,No
CUST1252,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,36.41,572.62,Yes
CUST1251,Male,1,Yes,Yes,35,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,88.22,3135.72,No
CUST1250,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.28,683.62,Yes
CUST1249,Female,0,No,Yes,34,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,87.0,2932.03,No
CUST1248,Female,0,No,No,54,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),54.8,2878.82,Yes
CUST1247,Female,0,Yes,No,58,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,18.0,1050.31,No
CUST1246,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,109.85,6648.32,Yes
CUST1245,Female,0,No,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,66.84,2918.29,No
CUST1244,Male,1,Yes,No,21,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.19,1821.13,No
CUST1243,Male,1,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),28.27,330.58,No
CUST1242,Female,0,No,No,26,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,64.64,1614.3,No
CUST1241,Female,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.92,1384.29,No
CUST1240,Female,0,No,No,17,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,54.25,946.29,No
CUST1239,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),72.04,875.47,Yes
CUST1238,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),84.99,2356.53,No
CUST1237,Male,0,No,No,37,No,No,DSL,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,64.81,2465.87,Yes
CUST1236,Male,1,Yes,No,56,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,18.0,1003.97,No
CUST1235,Female,0,Yes,No,7,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.09,619.11,Yes
